GRID_ID,occ,eh,GRTS_No,STATE,stabb,Albers_X,Albers_Y,Latitude,Longitude,Sample,Surveyed2017,Surveyed2022,Grouping1,Grouping2,fire5prop_2022,fire20prop_2022,HumanMod_2022,NDVI_2022,SnowMod_PrimaryHab,ClusterCells,StdMayDepth_2022,MeanMayDepth_2022,StdMaySWE_2022,MeanMaySWE_2022
11119,1,0,Id-062,Wyoming,WY,-1044490.214,2259849.968,42.6988182,-108.8638954,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.03,0.07,7.896989822,46.40000153,0.55,182,430.2770517,758.6168539,117.7074138,228.657547
11119,2,1,Id-062,Wyoming,WY,-1044490.214,2259849.968,42.6988182,-108.8638954,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.03,0.07,7.896989822,46.40000153,0.55,182,430.2770517,758.6168539,117.7074138,228.657547
11119,3,0,Id-062,Wyoming,WY,-1044490.214,2259849.968,42.6988182,-108.8638954,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.03,0.07,7.896989822,46.40000153,0.55,182,430.2770517,758.6168539,117.7074138,228.657547
11119,4,0,Id-062,Wyoming,WY,-1044490.214,2259849.968,42.6988182,-108.8638954,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.03,0.07,7.896989822,46.40000153,0.55,182,430.2770517,758.6168539,117.7074138,228.657547
11233,1,0,Id-147,Wyoming,WY,-1189323.675,2301662.27,42.8817659,-110.7001933,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.01,5.272339821,63.09999847,0.72,182,456.9387567,1151.560784,131.3577688,440.6856934
11233,2,0,Id-147,Wyoming,WY,-1189323.675,2301662.27,42.8817659,-110.7001933,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.01,5.272339821,63.09999847,0.72,182,456.9387567,1151.560784,131.3577688,440.6856934
11233,3,0,Id-147,Wyoming,WY,-1189323.675,2301662.27,42.8817659,-110.7001933,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.01,5.272339821,63.09999847,0.72,182,456.9387567,1151.560784,131.3577688,440.6856934
11233,4,0,Id-147,Wyoming,WY,-1189323.675,2301662.27,42.8817659,-110.7001933,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.01,5.272339821,63.09999847,0.72,182,456.9387567,1151.560784,131.3577688,440.6856934
11241,1,0,Id-003,Wyoming,WY,-1071292.237,2280015.572,42.84475921,-109.2241438,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0,2.284199953,10.5,1,182,808.1965913,1850.498599,223.2076985,613.128186
11241,2,0,Id-003,Wyoming,WY,-1071292.237,2280015.572,42.84475921,-109.2241438,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0,2.284199953,10.5,1,182,808.1965913,1850.498599,223.2076985,613.128186
11241,3,0,Id-003,Wyoming,WY,-1071292.237,2280015.572,42.84475921,-109.2241438,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0,2.284199953,10.5,1,182,808.1965913,1850.498599,223.2076985,613.128186
11241,4,0,Id-003,Wyoming,WY,-1071292.237,2280015.572,42.84475921,-109.2241438,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0,2.284199953,10.5,1,182,808.1965913,1850.498599,223.2076985,613.128186
11357,1,0,Id-019,Wyoming,WY,-1186617.838,2316416.2,43.01598301,-110.6952543,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.12,0.24,5.246339798,63.09999847,0.67,182,646.6285858,1205.560563,199.778925,450.476004
11357,2,0,Id-019,Wyoming,WY,-1186617.838,2316416.2,43.01598301,-110.6952543,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.12,0.24,5.246339798,63.09999847,0.67,182,646.6285858,1205.560563,199.778925,450.476004
11357,3,0,Id-019,Wyoming,WY,-1186617.838,2316416.2,43.01598301,-110.6952543,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.12,0.24,5.246339798,63.09999847,0.67,182,646.6285858,1205.560563,199.778925,450.476004
11357,4,0,Id-019,Wyoming,WY,-1186617.838,2316416.2,43.01598301,-110.6952543,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.12,0.24,5.246339798,63.09999847,0.67,182,646.6285858,1205.560563,199.778925,450.476004
11362,1,1,Id-190,Wyoming,WY,-1112848.189,2302887.014,42.99476157,-109.7707412,No,Yes,Yes,NorthernRockies,NorthernRockies,0.1,0.19,4.36646986,255,0.62,182,430.5941227,726.7792135,133.9287404,253.6041687
11362,2,1,Id-190,Wyoming,WY,-1112848.189,2302887.014,42.99476157,-109.7707412,No,Yes,Yes,NorthernRockies,NorthernRockies,0.1,0.19,4.36646986,255,0.62,182,430.5941227,726.7792135,133.9287404,253.6041687
11362,3,1,Id-190,Wyoming,WY,-1112848.189,2302887.014,42.99476157,-109.7707412,No,Yes,Yes,NorthernRockies,NorthernRockies,0.1,0.19,4.36646986,255,0.62,182,430.5941227,726.7792135,133.9287404,253.6041687
11362,4,1,Id-190,Wyoming,WY,-1112848.189,2302887.014,42.99476157,-109.7707412,No,Yes,Yes,NorthernRockies,NorthernRockies,0.1,0.19,4.36646986,255,0.62,182,430.5941227,726.7792135,133.9287404,253.6041687
11365,1,0,Id-126,Wyoming,WY,-1068586.399,2294769.502,42.97889678,-109.216337,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.05,0.06,5.646649837,44.40000153,0.92,182,723.2921698,1325.434444,205.3017635,420.3992798
11365,2,0,Id-126,Wyoming,WY,-1068586.399,2294769.502,42.97889678,-109.216337,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.05,0.06,5.646649837,44.40000153,0.92,182,723.2921698,1325.434444,205.3017635,420.3992798
11365,3,0,Id-126,Wyoming,WY,-1068586.399,2294769.502,42.97889678,-109.216337,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.05,0.06,5.646649837,44.40000153,0.92,182,723.2921698,1325.434444,205.3017635,420.3992798
11365,4,0,Id-126,Wyoming,WY,-1068586.399,2294769.502,42.97889678,-109.216337,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.05,0.06,5.646649837,44.40000153,0.92,182,723.2921698,1325.434444,205.3017635,420.3992798
11481,1,0,Id-083,Wyoming,WY,-1183912.001,2331170.13,43.15022789,-110.690296,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.03,0.06,5.123760223,59.90000153,0.7,182,390.4923246,907.3876056,112.1117426,327.1308533
11481,2,0,Id-083,Wyoming,WY,-1183912.001,2331170.13,43.15022789,-110.690296,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.03,0.06,5.123760223,59.90000153,0.7,182,390.4923246,907.3876056,112.1117426,327.1308533
11481,3,0,Id-083,Wyoming,WY,-1183912.001,2331170.13,43.15022789,-110.690296,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.03,0.06,5.123760223,59.90000153,0.7,182,390.4923246,907.3876056,112.1117426,327.1308533
11481,4,0,Id-083,Wyoming,WY,-1183912.001,2331170.13,43.15022789,-110.690296,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.03,0.06,5.123760223,59.90000153,0.7,182,390.4923246,907.3876056,112.1117426,327.1308533
11482,1,0,Id-035,Wyoming,WY,-1169158.071,2328464.292,43.14649781,-110.5049889,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.07,0.09,6.432169914,65,0.59,182,393.0621469,1029.598324,120.1525248,386.7477783
11482,2,0,Id-035,Wyoming,WY,-1169158.071,2328464.292,43.14649781,-110.5049889,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.07,0.09,6.432169914,65,0.59,182,393.0621469,1029.598324,120.1525248,386.7477783
11482,3,0,Id-035,Wyoming,WY,-1169158.071,2328464.292,43.14649781,-110.5049889,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.07,0.09,6.432169914,65,0.59,182,393.0621469,1029.598324,120.1525248,386.7477783
11482,4,0,Id-035,Wyoming,WY,-1169158.071,2328464.292,43.14649781,-110.5049889,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.07,0.09,6.432169914,65,0.59,182,393.0621469,1029.598324,120.1525248,386.7477783
11485,1,0,Id-195,Wyoming,WY,-1124896.281,2320346.781,43.13373732,-109.9491979,No,Yes,Yes,NorthernRockies,NorthernRockies,0.2,0.4,6.031270027,53.79999924,0.54,182,314.0460929,721.7764706,87.86727498,247.9960388
11485,2,0,Id-195,Wyoming,WY,-1124896.281,2320346.781,43.13373732,-109.9491979,No,Yes,Yes,NorthernRockies,NorthernRockies,0.2,0.4,6.031270027,53.79999924,0.54,182,314.0460929,721.7764706,87.86727498,247.9960388
11485,3,0,Id-195,Wyoming,WY,-1124896.281,2320346.781,43.13373732,-109.9491979,No,Yes,Yes,NorthernRockies,NorthernRockies,0.2,0.4,6.031270027,53.79999924,0.54,182,314.0460929,721.7764706,87.86727498,247.9960388
11485,4,0,Id-195,Wyoming,WY,-1124896.281,2320346.781,43.13373732,-109.9491979,No,Yes,Yes,NorthernRockies,NorthernRockies,0.2,0.4,6.031270027,53.79999924,0.54,182,314.0460929,721.7764706,87.86727498,247.9960388
11604,1,0,Id-026,Wyoming,WY,-1195960.093,2348629.897,43.28797731,-110.8710067,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.05,0.1,5.557509899,62.5,0.59,182,254.1450572,774.3238889,107.3574022,296.111499
11604,2,0,Id-026,Wyoming,WY,-1195960.093,2348629.897,43.28797731,-110.8710067,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.05,0.1,5.557509899,62.5,0.59,182,254.1450572,774.3238889,107.3574022,296.111499
11604,3,0,Id-026,Wyoming,WY,-1195960.093,2348629.897,43.28797731,-110.8710067,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.05,0.1,5.557509899,62.5,0.59,182,254.1450572,774.3238889,107.3574022,296.111499
11604,4,0,Id-026,Wyoming,WY,-1195960.093,2348629.897,43.28797731,-110.8710067,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.05,0.1,5.557509899,62.5,0.59,182,254.1450572,774.3238889,107.3574022,296.111499
11610,1,0,Id-067,Wyoming,WY,-1107436.514,2332394.873,43.26318799,-109.7571973,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.02,0.861160994,32.59999847,0.99,182,635.2168495,1678.98895,168.5369765,560.4173706
11610,2,0,Id-067,Wyoming,WY,-1107436.514,2332394.873,43.26318799,-109.7571973,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.02,0.861160994,32.59999847,0.99,182,635.2168495,1678.98895,168.5369765,560.4173706
11610,3,0,Id-067,Wyoming,WY,-1107436.514,2332394.873,43.26318799,-109.7571973,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.02,0.861160994,32.59999847,0.99,182,635.2168495,1678.98895,168.5369765,560.4173706
11610,4,0,Id-067,Wyoming,WY,-1107436.514,2332394.873,43.26318799,-109.7571973,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.02,0.861160994,32.59999847,0.99,182,635.2168495,1678.98895,168.5369765,560.4173706
11612,1,0,Id-131,Wyoming,WY,-1077928.655,2326983.199,43.25282761,-109.3861248,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.03,5.561979771,26.39999962,0.6,182,394.8248438,682.9218837,114.3767525,198.5074432
11612,2,0,Id-131,Wyoming,WY,-1077928.655,2326983.199,43.25282761,-109.3861248,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.03,5.561979771,26.39999962,0.6,182,394.8248438,682.9218837,114.3767525,198.5074432
11612,3,0,Id-131,Wyoming,WY,-1077928.655,2326983.199,43.25282761,-109.3861248,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.03,5.561979771,26.39999962,0.6,182,394.8248438,682.9218837,114.3767525,198.5074432
11612,4,0,Id-131,Wyoming,WY,-1077928.655,2326983.199,43.25282761,-109.3861248,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.03,5.561979771,26.39999962,0.6,182,394.8248438,682.9218837,114.3767525,198.5074432
11731,1,0,Id-138,Wyoming,WY,-1148992.466,2355266.315,43.41104914,-110.3082782,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0,1.064360023,41.40000153,1,182,628.2599849,2207.925479,154.8313217,825.833313
11731,2,0,Id-138,Wyoming,WY,-1148992.466,2355266.315,43.41104914,-110.3082782,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0,1.064360023,41.40000153,1,182,628.2599849,2207.925479,154.8313217,825.833313
11731,3,0,Id-138,Wyoming,WY,-1148992.466,2355266.315,43.41104914,-110.3082782,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0,1.064360023,41.40000153,1,182,628.2599849,2207.925479,154.8313217,825.833313
11731,4,0,Id-138,Wyoming,WY,-1148992.466,2355266.315,43.41104914,-110.3082782,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0,1.064360023,41.40000153,1,182,628.2599849,2207.925479,154.8313217,825.833313
11733,1,0,Id-154,Wyoming,WY,-1119484.607,2349854.64,43.40224225,-109.936325,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.12,0.23,6.57490015,51.90000153,0.78,182,563.4751577,1097.448485,160.3179424,383.4440308
11733,2,0,Id-154,Wyoming,WY,-1119484.607,2349854.64,43.40224225,-109.936325,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.12,0.23,6.57490015,51.90000153,0.78,182,563.4751577,1097.448485,160.3179424,383.4440308
11733,3,0,Id-154,Wyoming,WY,-1119484.607,2349854.64,43.40224225,-109.936325,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.12,0.23,6.57490015,51.90000153,0.78,182,563.4751577,1097.448485,160.3179424,383.4440308
11733,4,0,Id-154,Wyoming,WY,-1119484.607,2349854.64,43.40224225,-109.936325,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.12,0.23,6.57490015,51.90000153,0.78,182,563.4751577,1097.448485,160.3179424,383.4440308
11827,1,0,Id-001,Idaho,ID,-1559396.664,2445783.687,43.55819599,-115.5243409,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.69,1.37,9.713709831,57.5,0.32,207,239.3902788,436.545,97.90964858,182.0210587
11827,2,0,Id-001,Idaho,ID,-1559396.664,2445783.687,43.55819599,-115.5243409,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.69,1.37,9.713709831,57.5,0.32,207,239.3902788,436.545,97.90964858,182.0210587
11827,3,0,Id-001,Idaho,ID,-1559396.664,2445783.687,43.55819599,-115.5243409,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.69,1.37,9.713709831,57.5,0.32,207,239.3902788,436.545,97.90964858,182.0210587
11827,4,0,Id-001,Idaho,ID,-1559396.664,2445783.687,43.55819599,-115.5243409,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.69,1.37,9.713709831,57.5,0.32,207,239.3902788,436.545,97.90964858,182.0210587
11855,1,0,Id-074,Wyoming,WY,-1146286.629,2370020.245,43.54536597,-110.3025324,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.22,0.44,2.85916996,52.40000153,0.61,182,569.2640155,1018.74153,167.0062104,359.9760345
11855,2,0,Id-074,Wyoming,WY,-1146286.629,2370020.245,43.54536597,-110.3025324,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.22,0.44,2.85916996,52.40000153,0.61,182,569.2640155,1018.74153,167.0062104,359.9760345
11855,3,0,Id-074,Wyoming,WY,-1146286.629,2370020.245,43.54536597,-110.3025324,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.22,0.44,2.85916996,52.40000153,0.61,182,569.2640155,1018.74153,167.0062104,359.9760345
11855,4,0,Id-074,Wyoming,WY,-1146286.629,2370020.245,43.54536597,-110.3025324,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.22,0.44,2.85916996,52.40000153,0.61,182,569.2640155,1018.74153,167.0062104,359.9760345
11952,1,0,Id-129,Idaho,ID,-1541936.897,2457831.78,43.69568169,-115.3420281,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.69,1.39,8.408769608,59.40000153,0.5,207,543.1984061,762.9,213.4073561,304.485672
11952,2,0,Id-129,Idaho,ID,-1541936.897,2457831.78,43.69568169,-115.3420281,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.69,1.39,8.408769608,59.40000153,0.5,207,543.1984061,762.9,213.4073561,304.485672
11952,3,0,Id-129,Idaho,ID,-1541936.897,2457831.78,43.69568169,-115.3420281,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.69,1.39,8.408769608,59.40000153,0.5,207,543.1984061,762.9,213.4073561,304.485672
11952,4,0,Id-129,Idaho,ID,-1541936.897,2457831.78,43.69568169,-115.3420281,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.69,1.39,8.408769608,59.40000153,0.5,207,543.1984061,762.9,213.4073561,304.485672
11954,1,0,Id-146,Idaho,ID,-1512429.037,2452420.105,43.70110736,-114.9683625,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.05,0.1,4.260739803,58.5,0.81,207,675.6112241,1267.347397,267.0684278,531.1460571
11954,2,0,Id-146,Idaho,ID,-1512429.037,2452420.105,43.70110736,-114.9683625,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.05,0.1,4.260739803,58.5,0.81,207,675.6112241,1267.347397,267.0684278,531.1460571
11954,3,1,Id-146,Idaho,ID,-1512429.037,2452420.105,43.70110736,-114.9683625,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.05,0.1,4.260739803,58.5,0.81,207,675.6112241,1267.347397,267.0684278,531.1460571
11954,4,0,Id-146,Idaho,ID,-1512429.037,2452420.105,43.70110736,-114.9683625,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.05,0.1,4.260739803,58.5,0.81,207,675.6112241,1267.347397,267.0684278,531.1460571
11956,1,0,Id-066,Idaho,ID,-1482921.178,2447008.431,43.70547599,-114.5946434,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.4,0.8,5.479869843,56.40000153,0.93,207,740.7403761,1134.484765,294.9589269,450.0197083
11956,2,0,Id-066,Idaho,ID,-1482921.178,2447008.431,43.70547599,-114.5946434,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.4,0.8,5.479869843,56.40000153,0.93,207,740.7403761,1134.484765,294.9589269,450.0197083
11956,3,0,Id-066,Idaho,ID,-1482921.178,2447008.431,43.70547599,-114.5946434,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.4,0.8,5.479869843,56.40000153,0.93,207,740.7403761,1134.484765,294.9589269,450.0197083
11956,4,0,Id-066,Idaho,ID,-1482921.178,2447008.431,43.70547599,-114.5946434,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.4,0.8,5.479869843,56.40000153,0.93,207,740.7403761,1134.484765,294.9589269,450.0197083
11958,1,0,Id-002,Idaho,ID,-1453413.318,2441596.756,43.70878737,-114.2208823,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.03,0.06,7.810709953,14.89999962,0.61,207,524.1093802,600.6829545,200.5693948,229.5208939
11958,2,0,Id-002,Idaho,ID,-1453413.318,2441596.756,43.70878737,-114.2208823,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.03,0.06,7.810709953,14.89999962,0.61,207,524.1093802,600.6829545,200.5693948,229.5208939
11958,3,0,Id-002,Idaho,ID,-1453413.318,2441596.756,43.70878737,-114.2208823,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.03,0.06,7.810709953,14.89999962,0.61,207,524.1093802,600.6829545,200.5693948,229.5208939
11958,4,0,Id-002,Idaho,ID,-1453413.318,2441596.756,43.70878737,-114.2208823,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.03,0.06,7.810709953,14.89999962,0.61,207,524.1093802,600.6829545,200.5693948,229.5208939
11976,1,0,Id-010,Wyoming,WY,-1187842.581,2392891.686,43.69100275,-110.8570505,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0,2.005170107,54.90000153,0.92,182,718.2399788,2886.721569,156.9848831,1149.190771
11976,2,0,Id-010,Wyoming,WY,-1187842.581,2392891.686,43.69100275,-110.8570505,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0,2.005170107,54.90000153,0.92,182,718.2399788,2886.721569,156.9848831,1149.190771
11976,3,0,Id-010,Wyoming,WY,-1187842.581,2392891.686,43.69100275,-110.8570505,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0,2.005170107,54.90000153,0.92,182,718.2399788,2886.721569,156.9848831,1149.190771
11976,4,0,Id-010,Wyoming,WY,-1187842.581,2392891.686,43.69100275,-110.8570505,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0,2.005170107,54.90000153,0.92,182,718.2399788,2886.721569,156.9848831,1149.190771
11979,1,0,Id-042,Wyoming,WY,-1143580.792,2384774.174,43.67971424,-110.296764,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.07,0.13,3.151439905,57.70000076,0.98,182,481.8049539,1390.608333,103.4312708,503.2759583
11979,2,0,Id-042,Wyoming,WY,-1143580.792,2384774.174,43.67971424,-110.296764,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.07,0.13,3.151439905,57.70000076,0.98,182,481.8049539,1390.608333,103.4312708,503.2759583
11979,3,0,Id-042,Wyoming,WY,-1143580.792,2384774.174,43.67971424,-110.296764,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.07,0.13,3.151439905,57.70000076,0.98,182,481.8049539,1390.608333,103.4312708,503.2759583
11979,4,0,Id-042,Wyoming,WY,-1143580.792,2384774.174,43.67971424,-110.296764,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.07,0.13,3.151439905,57.70000076,0.98,182,481.8049539,1390.608333,103.4312708,503.2759583
11985,1,0,Id-046,Wyoming,WY,-1055057.213,2368539.151,43.6500114,-109.176843,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0.01,6.320429802,43.70000076,0.76,182,220.0783597,659.9660167,43.68704374,188.7455139
11985,2,0,Id-046,Wyoming,WY,-1055057.213,2368539.151,43.6500114,-109.176843,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0.01,6.320429802,43.70000076,0.76,182,220.0783597,659.9660167,43.68704374,188.7455139
11985,3,0,Id-046,Wyoming,WY,-1055057.213,2368539.151,43.6500114,-109.176843,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0.01,6.320429802,43.70000076,0.76,182,220.0783597,659.9660167,43.68704374,188.7455139
11985,4,0,Id-046,Wyoming,WY,-1055057.213,2368539.151,43.6500114,-109.176843,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0.01,6.320429802,43.70000076,0.76,182,220.0783597,659.9660167,43.68704374,188.7455139
12081,1,1,Id-018,Idaho,ID,-1465461.411,2459056.523,43.84170562,-114.4100737,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0.01,6.316009998,44.09999847,0.86,207,537.311607,1110.521196,205.6847019,438.2016907
12081,2,1,Id-018,Idaho,ID,-1465461.411,2459056.523,43.84170562,-114.4100737,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0.01,6.316009998,44.09999847,0.86,207,537.311607,1110.521196,205.6847019,438.2016907
12081,3,0,Id-018,Idaho,ID,-1465461.411,2459056.523,43.84170562,-114.4100737,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0.01,6.316009998,44.09999847,0.86,207,537.311607,1110.521196,205.6847019,438.2016907
12081,4,0,Id-018,Idaho,ID,-1465461.411,2459056.523,43.84170562,-114.4100737,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0,0.01,6.316009998,44.09999847,0.86,207,537.311607,1110.521196,205.6847019,438.2016907
12083,1,0,Id-034,Idaho,ID,-1435953.551,2453644.849,43.84449447,-114.0355595,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.02,4.328909874,42.40000153,0.83,207,425.8633151,748.8168478,145.0110998,256.8764542
12083,2,0,Id-034,Idaho,ID,-1435953.551,2453644.849,43.84449447,-114.0355595,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.02,4.328909874,42.40000153,0.83,207,425.8633151,748.8168478,145.0110998,256.8764542
12083,3,0,Id-034,Idaho,ID,-1435953.551,2453644.849,43.84449447,-114.0355595,Yes,Yes,Yes,NorthernRockies,NorthernRockies,0.01,0.02,4.328909874,42.40000153,0.83,207,425.8633151,748.8168478,145.0110998,256.8764542
