GRID_ID,occ,eh,GRTS_No,STATE,stabb,Albers_X,Albers_Y,Latitude,Longitude,Sample,Surveyed2017,Surveyed2022,SiteType2017,SiteType2022,Grouping1,Grouping2,propCopeland,propCopelandInman,meanHumanMod_2021,meanNDVI_2017,ClusterCount
11116,3,0,Id-051,Wyoming,WY,-1090000,2270000,42.7,-109.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.48481688,0.612357551,0.017294873,48.0518398,40
11116,4,0,Id-051,Wyoming,WY,-1090000,2270000,42.7,-109.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.48481688,0.612357551,0.017294873,48.0518398,40
11119,1,0,Id-062,Wyoming,WY,-1040000,2260000,42.7,-108.9,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.488915475,0.545756,0.035969475,41.0475,40
11119,2,1,Id-062,Wyoming,WY,-1040000,2260000,42.7,-108.9,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.488915475,0.545756,0.035969475,41.0475,40
11119,3,0,Id-062,Wyoming,WY,-1040000,2260000,42.7,-108.9,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.488915475,0.545756,0.035969475,41.0475,40
11119,4,0,Id-062,Wyoming,WY,-1040000,2260000,42.7,-108.9,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.488915475,0.545756,0.035969475,41.0475,40
11233,1,0,Id-147,Wyoming,WY,-1190000,2300000,42.9,-110.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.543996841,0.721681773,0.005603422,59.28412698,18
11233,2,0,Id-147,Wyoming,WY,-1190000,2300000,42.9,-110.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.543996841,0.721681773,0.005603422,59.28412698,18
11233,3,0,Id-147,Wyoming,WY,-1190000,2300000,42.9,-110.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.543996841,0.721681773,0.005603422,59.28412698,18
11233,4,0,Id-147,Wyoming,WY,-1190000,2300000,42.9,-110.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.543996841,0.721681773,0.005603422,59.28412698,18
11241,1,0,Id-003,Wyoming,WY,-1070000,2280000,42.8,-109.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.999983134,1,0.001630484,40.80633509,40
11241,2,0,Id-003,Wyoming,WY,-1070000,2280000,42.8,-109.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.999983134,1,0.001630484,40.80633509,40
11241,3,0,Id-003,Wyoming,WY,-1070000,2280000,42.8,-109.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.999983134,1,0.001630484,40.80633509,40
11241,4,0,Id-003,Wyoming,WY,-1070000,2280000,42.8,-109.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.999983134,1,0.001630484,40.80633509,40
11357,1,0,Id-019,Wyoming,WY,-1190000,2320000,43,-110.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.480044721,0.673694695,0.004771456,61.14365079,18
11357,2,0,Id-019,Wyoming,WY,-1190000,2320000,43,-110.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.480044721,0.673694695,0.004771456,61.14365079,18
11357,3,0,Id-019,Wyoming,WY,-1190000,2320000,43,-110.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.480044721,0.673694695,0.004771456,61.14365079,18
11357,4,0,Id-019,Wyoming,WY,-1190000,2320000,43,-110.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.480044721,0.673694695,0.004771456,61.14365079,18
11362,1,1,Id-190,Wyoming,WY,-1110000,2300000,43,-109.8,No,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.387736301,0.62007352,0.094735921,68.92559524,40
11362,2,1,Id-190,Wyoming,WY,-1110000,2300000,43,-109.8,No,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.387736301,0.62007352,0.094735921,68.92559524,40
11362,3,1,Id-190,Wyoming,WY,-1110000,2300000,43,-109.8,No,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.387736301,0.62007352,0.094735921,68.92559524,40
11362,4,1,Id-190,Wyoming,WY,-1110000,2300000,43,-109.8,No,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.387736301,0.62007352,0.094735921,68.92559524,40
11365,1,0,Id-126,Wyoming,WY,-1070000,2300000,43,-109.2,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.779980355,0.923244,0.006698675,43.79071429,40
11365,2,0,Id-126,Wyoming,WY,-1070000,2300000,43,-109.2,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.779980355,0.923244,0.006698675,43.79071429,40
11365,3,0,Id-126,Wyoming,WY,-1070000,2300000,43,-109.2,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.779980355,0.923244,0.006698675,43.79071429,40
11365,4,0,Id-126,Wyoming,WY,-1070000,2300000,43,-109.2,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.779980355,0.923244,0.006698675,43.79071429,40
11481,1,0,Id-083,Wyoming,WY,-1180000,2330000,43.2,-110.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.409103573,0.698102792,0.003636895,61.67793651,18
11481,2,0,Id-083,Wyoming,WY,-1180000,2330000,43.2,-110.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.409103573,0.698102792,0.003636895,61.67793651,18
11481,3,0,Id-083,Wyoming,WY,-1180000,2330000,43.2,-110.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.409103573,0.698102792,0.003636895,61.67793651,18
11481,4,0,Id-083,Wyoming,WY,-1180000,2330000,43.2,-110.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.409103573,0.698102792,0.003636895,61.67793651,18
11482,1,0,Id-035,Wyoming,WY,-1170000,2330000,43.1,-110.5,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.363452984,0.589221643,0.018391531,59.60985194,18
11482,2,0,Id-035,Wyoming,WY,-1170000,2330000,43.1,-110.5,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.363452984,0.589221643,0.018391531,59.60985194,18
11482,3,0,Id-035,Wyoming,WY,-1170000,2330000,43.1,-110.5,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.363452984,0.589221643,0.018391531,59.60985194,18
11482,4,0,Id-035,Wyoming,WY,-1170000,2330000,43.1,-110.5,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.363452984,0.589221643,0.018391531,59.60985194,18
11485,1,0,Id-195,Wyoming,WY,-1130000,2320000,43.1,-109.9,No,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.416810311,0.540205839,0.059063288,59.12611111,40
11485,2,0,Id-195,Wyoming,WY,-1130000,2320000,43.1,-109.9,No,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.416810311,0.540205839,0.059063288,59.12611111,40
11485,3,0,Id-195,Wyoming,WY,-1130000,2320000,43.1,-109.9,No,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.416810311,0.540205839,0.059063288,59.12611111,40
11485,4,0,Id-195,Wyoming,WY,-1130000,2320000,43.1,-109.9,No,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.416810311,0.540205839,0.059063288,59.12611111,40
11604,1,0,Id-026,Wyoming,WY,-1200000,2350000,43.3,-110.9,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.495247979,0.58664,0.019172265,64.74519841,4
11604,2,0,Id-026,Wyoming,WY,-1200000,2350000,43.3,-110.9,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.495247979,0.58664,0.019172265,64.74519841,4
11604,3,0,Id-026,Wyoming,WY,-1200000,2350000,43.3,-110.9,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.495247979,0.58664,0.019172265,64.74519841,4
11604,4,0,Id-026,Wyoming,WY,-1200000,2350000,43.3,-110.9,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.495247979,0.58664,0.019172265,64.74519841,4
11610,1,0,Id-067,Wyoming,WY,-1110000,2330000,43.3,-109.8,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.857848098,0.989004044,0.001122754,36.19845238,40
11610,2,0,Id-067,Wyoming,WY,-1110000,2330000,43.3,-109.8,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.857848098,0.989004044,0.001122754,36.19845238,40
11610,3,0,Id-067,Wyoming,WY,-1110000,2330000,43.3,-109.8,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.857848098,0.989004044,0.001122754,36.19845238,40
11610,4,0,Id-067,Wyoming,WY,-1110000,2330000,43.3,-109.8,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.857848098,0.989004044,0.001122754,36.19845238,40
11612,1,0,Id-131,Wyoming,WY,-1080000,2330000,43.3,-109.4,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.451263354,0.602054408,0.010167297,33.29797619,40
11612,2,0,Id-131,Wyoming,WY,-1080000,2330000,43.3,-109.4,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.451263354,0.602054408,0.010167297,33.29797619,40
11612,3,0,Id-131,Wyoming,WY,-1080000,2330000,43.3,-109.4,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.451263354,0.602054408,0.010167297,33.29797619,40
11612,4,0,Id-131,Wyoming,WY,-1080000,2330000,43.3,-109.4,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.451263354,0.602054408,0.010167297,33.29797619,40
11731,1,0,Id-138,Wyoming,WY,-1150000,2360000,43.4,-110.3,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.984636111,0.998172015,0.003905736,44.24895804,40
11731,2,0,Id-138,Wyoming,WY,-1150000,2360000,43.4,-110.3,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.984636111,0.998172015,0.003905736,44.24895804,40
11731,3,0,Id-138,Wyoming,WY,-1150000,2360000,43.4,-110.3,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.984636111,0.998172015,0.003905736,44.24895804,40
11731,4,0,Id-138,Wyoming,WY,-1150000,2360000,43.4,-110.3,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.984636111,0.998172015,0.003905736,44.24895804,40
11733,1,0,Id-154,Wyoming,WY,-1120000,2350000,43.4,-109.9,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.683110893,0.784144863,0.010595339,60.13706349,40
11733,2,0,Id-154,Wyoming,WY,-1120000,2350000,43.4,-109.9,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.683110893,0.784144863,0.010595339,60.13706349,40
11733,3,0,Id-154,Wyoming,WY,-1120000,2350000,43.4,-109.9,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.683110893,0.784144863,0.010595339,60.13706349,40
11733,4,0,Id-154,Wyoming,WY,-1120000,2350000,43.4,-109.9,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.683110893,0.784144863,0.010595339,60.13706349,40
11827,1,0,Id-001,Idaho,ID,-1560000,2450000,43.6,-115.5,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.253814114,0.322668,0.028503213,46.65202381,4
11827,2,0,Id-001,Idaho,ID,-1560000,2450000,43.6,-115.5,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.253814114,0.322668,0.028503213,46.65202381,4
11827,3,0,Id-001,Idaho,ID,-1560000,2450000,43.6,-115.5,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.253814114,0.322668,0.028503213,46.65202381,4
11827,4,0,Id-001,Idaho,ID,-1560000,2450000,43.6,-115.5,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.253814114,0.322668,0.028503213,46.65202381,4
11855,1,0,Id-074,Wyoming,WY,-1150000,2370000,43.5,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.241484545,0.611505554,0.01171103,51.06626984,40
11855,2,0,Id-074,Wyoming,WY,-1150000,2370000,43.5,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.241484545,0.611505554,0.01171103,51.06626984,40
11855,3,0,Id-074,Wyoming,WY,-1150000,2370000,43.5,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.241484545,0.611505554,0.01171103,51.06626984,40
11855,4,0,Id-074,Wyoming,WY,-1150000,2370000,43.5,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.241484545,0.611505554,0.01171103,51.06626984,40
11952,1,0,Id-129,Idaho,ID,-1540000,2460000,43.7,-115.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.401400849,0.497628,0.007430727,50.13329365,4
11952,2,0,Id-129,Idaho,ID,-1540000,2460000,43.7,-115.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.401400849,0.497628,0.007430727,50.13329365,4
11952,3,0,Id-129,Idaho,ID,-1540000,2460000,43.7,-115.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.401400849,0.497628,0.007430727,50.13329365,4
11952,4,0,Id-129,Idaho,ID,-1540000,2460000,43.7,-115.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.401400849,0.497628,0.007430727,50.13329365,4
11954,1,0,Id-146,Idaho,ID,-1510000,2450000,43.7,-115,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.684196454,0.810993512,0.009713125,50.70908875,63
11954,2,0,Id-146,Idaho,ID,-1510000,2450000,43.7,-115,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.684196454,0.810993512,0.009713125,50.70908875,63
11954,3,1,Id-146,Idaho,ID,-1510000,2450000,43.7,-115,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.684196454,0.810993512,0.009713125,50.70908875,63
11954,4,0,Id-146,Idaho,ID,-1510000,2450000,43.7,-115,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.684196454,0.810993512,0.009713125,50.70908875,63
11956,1,0,Id-066,Idaho,ID,-1480000,2450000,43.7,-114.6,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.818473972,0.93218,0.010710207,44.41638889,63
11956,2,0,Id-066,Idaho,ID,-1480000,2450000,43.7,-114.6,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.818473972,0.93218,0.010710207,44.41638889,63
11956,3,0,Id-066,Idaho,ID,-1480000,2450000,43.7,-114.6,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.818473972,0.93218,0.010710207,44.41638889,63
11956,4,0,Id-066,Idaho,ID,-1480000,2450000,43.7,-114.6,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.818473972,0.93218,0.010710207,44.41638889,63
11958,1,0,Id-002,Idaho,ID,-1450000,2440000,43.7,-114.2,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.390234316,0.614264,0.030513797,48.16063492,63
11958,2,0,Id-002,Idaho,ID,-1450000,2440000,43.7,-114.2,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.390234316,0.614264,0.030513797,48.16063492,63
11958,3,0,Id-002,Idaho,ID,-1450000,2440000,43.7,-114.2,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.390234316,0.614264,0.030513797,48.16063492,63
11958,4,0,Id-002,Idaho,ID,-1450000,2440000,43.7,-114.2,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.390234316,0.614264,0.030513797,48.16063492,63
11976,1,0,Id-010,Wyoming,WY,-1190000,2390000,43.7,-110.9,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.874911486,0.917488,0.008602656,46.43964593,99
11976,2,0,Id-010,Wyoming,WY,-1190000,2390000,43.7,-110.9,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.874911486,0.917488,0.008602656,46.43964593,99
11976,3,0,Id-010,Wyoming,WY,-1190000,2390000,43.7,-110.9,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.874911486,0.917488,0.008602656,46.43964593,99
11976,4,0,Id-010,Wyoming,WY,-1190000,2390000,43.7,-110.9,Yes,Yes,Yes,Bait,Lure,NorthernRockies,NorthernRockies,0.874911486,0.917488,0.008602656,46.43964593,99
11979,1,0,Id-042,Wyoming,WY,-1140000,2390000,43.7,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.762530951,0.983920064,0.002403463,59.79123016,40
11979,2,0,Id-042,Wyoming,WY,-1140000,2390000,43.7,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.762530951,0.983920064,0.002403463,59.79123016,40
11979,3,0,Id-042,Wyoming,WY,-1140000,2390000,43.7,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.762530951,0.983920064,0.002403463,59.79123016,40
11979,4,0,Id-042,Wyoming,WY,-1140000,2390000,43.7,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.762530951,0.983920064,0.002403463,59.79123016,40
11985,1,0,Id-046,Wyoming,WY,-1060000,2370000,43.7,-109.2,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.582362782,0.764624,0.0040982,36.5931746,99
11985,2,0,Id-046,Wyoming,WY,-1060000,2370000,43.7,-109.2,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.582362782,0.764624,0.0040982,36.5931746,99
11985,3,0,Id-046,Wyoming,WY,-1060000,2370000,43.7,-109.2,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.582362782,0.764624,0.0040982,36.5931746,99
11985,4,0,Id-046,Wyoming,WY,-1060000,2370000,43.7,-109.2,Yes,Yes,No,Bait,,NorthernRockies,NorthernRockies,0.582362782,0.764624,0.0040982,36.5931746,99
12081,1,1,Id-018,Idaho,ID,-1470000,2460000,43.8,-114.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.751076227,0.863704,0.01642686,43.84468254,63
12081,2,1,Id-018,Idaho,ID,-1470000,2460000,43.8,-114.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.751076227,0.863704,0.01642686,43.84468254,63
12081,3,0,Id-018,Idaho,ID,-1470000,2460000,43.8,-114.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.751076227,0.863704,0.01642686,43.84468254,63
12081,4,0,Id-018,Idaho,ID,-1470000,2460000,43.8,-114.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.751076227,0.863704,0.01642686,43.84468254,63
12083,1,0,Id-034,Idaho,ID,-1440000,2450000,43.8,-114,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.589815509,0.830567322,0.006281186,33.14035714,63
12083,2,0,Id-034,Idaho,ID,-1440000,2450000,43.8,-114,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.589815509,0.830567322,0.006281186,33.14035714,63
12083,3,0,Id-034,Idaho,ID,-1440000,2450000,43.8,-114,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.589815509,0.830567322,0.006281186,33.14035714,63
12083,4,0,Id-034,Idaho,ID,-1440000,2450000,43.8,-114,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.589815509,0.830567322,0.006281186,33.14035714,63
12103,1,0,Id-106,Wyoming,WY,-1140000,2400000,43.8,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.385588036,0.579988,0.029428424,58.26551587,99
12103,2,0,Id-106,Wyoming,WY,-1140000,2400000,43.8,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.385588036,0.579988,0.029428424,58.26551587,99
12103,3,0,Id-106,Wyoming,WY,-1140000,2400000,43.8,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.385588036,0.579988,0.029428424,58.26551587,99
12103,4,0,Id-106,Wyoming,WY,-1140000,2400000,43.8,-110.3,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.385588036,0.579988,0.029428424,58.26551587,99
12106,1,0,Id-122,Wyoming,WY,-1100000,2390000,43.8,-109.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.960534259,0.983952128,0.001801886,42.16297619,99
12106,2,0,Id-122,Wyoming,WY,-1100000,2390000,43.8,-109.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.960534259,0.983952128,0.001801886,42.16297619,99
12106,3,1,Id-122,Wyoming,WY,-1100000,2390000,43.8,-109.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.960534259,0.983952128,0.001801886,42.16297619,99
12106,4,0,Id-122,Wyoming,WY,-1100000,2390000,43.8,-109.7,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.960534259,0.983952128,0.001801886,42.16297619,99
12107,1,0,Id-058,Wyoming,WY,-1080000,2390000,43.8,-109.5,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.623864095,0.863748545,0.002773152,39.25519841,99
12107,2,0,Id-058,Wyoming,WY,-1080000,2390000,43.8,-109.5,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.623864095,0.863748545,0.002773152,39.25519841,99
12107,3,0,Id-058,Wyoming,WY,-1080000,2390000,43.8,-109.5,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.623864095,0.863748545,0.002773152,39.25519841,99
12107,4,0,Id-058,Wyoming,WY,-1080000,2390000,43.8,-109.5,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.623864095,0.863748545,0.002773152,39.25519841,99
12108,1,0,Id-110,Wyoming,WY,-1070000,2390000,43.8,-109.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.961926303,0.994623978,0.001320166,39.43722222,99
12108,2,0,Id-110,Wyoming,WY,-1070000,2390000,43.8,-109.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.961926303,0.994623978,0.001320166,39.43722222,99
12108,3,0,Id-110,Wyoming,WY,-1070000,2390000,43.8,-109.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.961926303,0.994623978,0.001320166,39.43722222,99
12108,4,0,Id-110,Wyoming,WY,-1070000,2390000,43.8,-109.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.961926303,0.994623978,0.001320166,39.43722222,99
12200,1,0,Id-065,Idaho,ID,-1540000,2490000,44,-115.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.464407402,0.721468,0.003923707,51.09451038,63
12200,2,0,Id-065,Idaho,ID,-1540000,2490000,44,-115.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.464407402,0.721468,0.003923707,51.09451038,63
12200,3,0,Id-065,Idaho,ID,-1540000,2490000,44,-115.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.464407402,0.721468,0.003923707,51.09451038,63
12200,4,0,Id-065,Idaho,ID,-1540000,2490000,44,-115.4,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.464407402,0.721468,0.003923707,51.09451038,63
12202,1,1,Id-130,Idaho,ID,-1510000,2480000,44,-115,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.970125365,0.996168015,0.001513772,40.98571429,63
12202,2,1,Id-130,Idaho,ID,-1510000,2480000,44,-115,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.970125365,0.996168015,0.001513772,40.98571429,63
12202,3,1,Id-130,Idaho,ID,-1510000,2480000,44,-115,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.970125365,0.996168015,0.001513772,40.98571429,63
12202,4,0,Id-130,Idaho,ID,-1510000,2480000,44,-115,Yes,Yes,Yes,Bait,Bait,NorthernRockies,NorthernRockies,0.970125365,0.996168015,0.001513772,40.98571429,63
12206,1,0,Id-082,Idaho,ID,-1450000,2470000,44,-114.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.273928022,0.608916,0.004776364,38.53375938,63
12206,2,0,Id-082,Idaho,ID,-1450000,2470000,44,-114.2,Yes,Yes,Yes,Lure,Lure,NorthernRockies,NorthernRockies,0.273928022,0.608916,0.004776364,38.53375938,63
